Mix,Name,Formula,CAS number,inchikey,smiles,[M+H]+,[M+NH4]+,[M+Na]+,[M-H2O+H]+
8,Diffractaic Acid,C20H22O7,436-32-8,MIJKZXWOOXIEEU-UHFFFAOYSA-N,CC1=CC(=C(C(=C1C(=O)O)O)C)OC(=O)C2=C(C(=C(C=C2C)OC)C)OC,375.1438,392.1704,397.1258,357.1333
8,Serotonin,C10H12N2O,50-67-9,QZAYGJVTTNCVMB-UHFFFAOYSA-N,C1=CC2=C(C=C1O)C(=CN2)CCN,177.1022,194.1288,199.0842,159.0917
8,PYROCATECHUIC ACID,C7H6O4,303-38-8,GLDQAMYCGOIJDV-UHFFFAOYSA-N,C1=CC(=C(C(=C1)O)O)C(=O)O,155.0339,172.0604,177.0158,137.0233
8,Syringic Acid,C9H10O5,530-57-4,JMSVCTWVEWCHDZ-UHFFFAOYSA-N, COC1=CC(=CC(=C1O)OC)C(=O)O ,199.0601,216.0866,221.042,181.0495
8,THEAFLAVIN DIGALLATE,C43H32O20,30462-35-2,ZEASWHWETFMWCV-UHFFFAOYSA-N,C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=O)C(=C4C(=C3)C(=CC(=C4O)O)C5C(CC6=C(C=C(C=C6O5)O)O)OC(=O)C7=CC(=C(C(=C7)O)O)O)O)OC(=O)C8=CC(=C(C(=C8)O)O)O  ,869.156,886.1825,891.1379,851.1454
8,Umbelliferone,C9H6O3,93-35-6,C1=CC(=CC2=C1C=CC(=O)O2)O  ,C1=CC(=CC2=C1C=CC(=O)O2)O  ,163.039,180.0655,185.0209,145.0284
8,Xanthoxylin,C10H12O4,90-24-4,FBUBVLUPUDBFME-UHFFFAOYSA-N, CC(=O)C1=C(C=C(C=C1OC)OC)O ,197.0808,214.1074,219.0628,179.0703
8,YOHIMBIC ACID HYDRATE,C20H24N2O3,522-87-2,AADVZSXPNRLYLV-GKMXPDSGSA-N  ,C1C[C@@H]([C@@H]([C@@H]2[C@@H]1CN3CCC4=C([C@@H]3C2)NC5=CC=CC=C45)C(=O)O)O ,341.186,358.2125,363.1679,323.1754
8,YOHIMBINE,C21H26N2O3,65-19-0,BLGXFZZNTVWLAY-SCYLSFHTSA-N,COC(=O)C1C(CCC2C1CC3C4=C(CCN3C2)C5=CC=CC=C5N4)O,355.2016,372.2282,377.1836,337.1911
9,MORIN,C15H10O7,480-16-0,YXOLAZRVSSWPPT-UHFFFAOYSA-N ,C1=CC(=C(C=C1O)O)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O  ,303.0499,320.0765,325.0319,285.0394
9,NIACIN,C6H5NO2,59-67-6,PVNIIMVLHYAWGP-UHFFFAOYSA-N,C1=CC(=CN=C1)C(=O)O  ,124.0393,141.0659,146.0212,106.0287
9,NIACINAMIDE,C6H6N2O,98-92-0,DFPAKSUCGFBDDF-UHFFFAOYSA-N  , C1=CC(=CN=C1)C(=O)N  ,123.0553,140.0818,145.0372,105.0447
9,LOVASTATIN,C24H36O5,75330-75-5, PCZOHLXUXFIOCF-BXMDZJJMSA-N,CC[C@H](C)C(=O)O[C@H]1C[C@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@@H]3C[C@H](CC(=O)O3)O)C  ,405.2636,422.2901,427.2455,387.253
9,RUTOSIDE (rutin),C27H30O16,153-18-4,KGXIBQEEMLURG-NVPNHPEKSA-N , C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)O)O)O)O)O)O)O  ,611.1607,628.1872,633.1426,593.1501
9,MADECASSIC ACID,C30H48O6,18449-41-7,PRAUVHZJPXOEIF-AOLYGAPISA-N  ,C[C@@H]1CC[C@@]2(CC[C@@]3(C(=CC[C@H]4[C@]3(C[C@H]([C@@H]5[C@@]4(C[C@H]([C@@H]([C@@]5(C)CO)O)O)C)O)C)[C@@H]2[C@H]1C)C)C(=O)O ,505.3524,522.3789,527.3343,487.3418
9,PYROCATECHUIC ACID,C7H6O4,303-38-8,GLDQAMYCGOIJDV-UHFFFAOYSA-N,C1=CC(=C(C(=C1)O)O)C(=O)O,155.0339,172.0604,177.0158,137.0233
9,ONONETIN,C15H14O4,487-49-0, XHBZOAYMBBUURD-UHFFFAOYSA-N ,COC1=CC=C(C=C1)CC(=O)C2=C(C=C(C=C2)O)O  ,259.0965,276.123,281.0784,241.0859
9,Gossypetin,C15H10O8,489-35-0,YRRAGUMVDQQZIY-UHFFFAOYSA-N  ,C1=CC(=C(C=C1C2=C(C(=O)C3=C(O2)C(=C(C=C3O)O)O)O)O)O  ,319.0448,336.0714,341.0268,301.0343
9,"2',4'-Dihydroxy-4-Methoxychalcone",C16H14O4,81674-91-1,ADRQFDIWPRFKSP-RUDMXATFSA-N ,COC1=CC=C(C=C1)/C=C/C(=O)C2=C(C=C(C=C2)O)O,271.0965,288.123,293.0784,253.0859
9,2-METHOXYRESORCINOL,C7H8O3,29267-67-2,QFYYAIBEHOEZKC-UHFFFAOYSA-N , COC1=C(C=CC=C1O)O  ,141.0546,158.0812,163.0366,123.0441
9,EUGENOL,C9H10O2,97-53-0,RRAFCDWBNXTKKO-UHFFFAOYSA-N ,OC1=C(C=CC(=C1)CC=C)O  ,151.0754,168.1019,173.0573,133.0648
9,RETUSIN 7-METHYL ETHER,C16H12O5,No CAS#,RRCYPDDIDYVEIW-UHFFFAOYSA-N ,OC1=CC=C(C=C1)C2=COC3=C(C2=O)C=CC(=C3O)OC,285.0757,302.1023,307.0577,267.0652
9,ROBUSTIC ACID,C22H20O6,5307-59-5,MBZKDBQDALOSRP-UHFFFAOYSA-N  ,CC1(C=CC2=C(O1)C=C3C(=C2OC)C(=C(C(=O)O3)C4=CC=C(C=C4)OC)O)C,381.1333,398.1598,403.1152,363.1227
9,HAEMATOXYLIN PENTAACETATE,C26H24O12,No CAS#,JXUGSXOSZMZDGF-UHFFFAOYSA-N ,CC(=O)OC1=C(C2=C(C=C1)C3C4=CC(=C(C(=C4CC3(CO2)O)OC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C  ,529.1341,546.1606,551.116,511.1235
9,PROSCILLARIDIN,C30H42O8,466-06-8,MYEJFUXQJGHEQK-ALRJYLEOSA-N ,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@H]2CC[C@@]3([C@H]4CC[C@@]5([C@H](CC[C@@]5([C@@H]4CCC3=C2)O)C6=COC(=O)C=C6)C)C)O)O)O ,531.2952,548.3218,553.2772,513.2847
9,beta-TOXICAROL,C23H22O7,82-11-1,CC1(C=CC2=C(C3=C(C=C2O1)O[C@@H]4COC5=CC(=C(C=C5[C@@H]4C3=O)OC)OC)O)C  ,CC1(C=CC2=C(C3=C(C=C2O1)O[C@@H]4COC5=CC(=C(C=C5[C@@H]4C3=O)OC)OC)O)C  ,411.1438,428.1704,433.1258,393.1333
9,6-HYDROXYANGOLENSIC ACID METHYL ESTER,C27H34O8,No CAS#,GOYZKWCPWBKPIG-RNKBQGBYSA-N  , C[C@@]12CCC3C(=C)[C@]1(CC(=O)O[C@H]2C4=COC=C4)O[C@@H]5[C@]3([C@H](C(C(=O)C5)(C)C)C(C(=O)OC)O)C  ,487.2326,504.2592,509.2146,469.2221
9,EMETINE,C29H40N2O4,"316-42-7, 483-18-1 [emetine]",AUVVAXYIELKVAI-CKBKHPSWSA-N,CC[C@H]1CN2CCC3=CC(=C(C=C3[C@@H]2C[C@@H]1C[C@@H]4C5=CC(=C(C=C5CCN4)OC)OC)OC)OC,481.3061,498.3326,503.288,463.2955
9,FUSIDIC ACID,C31H48O6,6/3/90,IECPWNUMDGFDKC-MZJAQBGESA-N  ,C[C@H]1[C@@H]2CC[C@]3([C@H]([C@]2(CC[C@H]1O)C)[C@@H](C[C@@H]\4[C@@]3(C[C@@H](/C4=C(/CCC=C(C)C)\C(=O)O)OC(=O)C)C)O)C  ,517.3524,534.3789,539.3343,499.3418
9,TRIDESACETOXYKHIVORIN,C26H36O7,No CAS#,MGQUMSFBIYXTTE-FIYJXLSPSA-N  ,C[C@@]12CCC3[C@]4([C@H](C[C@H](C(C4C[C@H]([C@]3([C@@]15[C@H](O5)C(=O)O[C@H]2C6=COC=C6)C)O)(C)C)O)O)C,461.2534,478.2799,483.2353,443.2428
9,ACETYL ISOGAMBOGIC ACID,C40H46O9,No CAS#, REDMIYQFNIRTDF-AKZXAPPFSA-N  ,CC(=CCCC1(C=CC2=C(O1)C(=C3C(=C2OC(=O)C)C(=O)C4=C[C@@H]5CC6[C@@]4(O3)C(C5=O)(OC6(C)C)C/C=C(\C)/C(=O)O)CC=C(C)C)C)C  ,671.3215,688.348,693.3034,653.3109
9,HYDROQUINIDINE,C20H26N2O2,1435-55-8,LJOQGZACKSYWCH-LHHVKLHASA-N  ,CC[C@H]1CN2CC[C@H]1C[C@@H]2[C@H](C3=C4C=C(C=CC4=NC=C3)OC)O  ,327.2067,344.2333,349.1886,309.1961
9,OCTOPAMINE,C8H11NO2,104-14-3,QHGUCRYDKWKLMG-UHFFFAOYSA-N  , C1=CC(=CC=C1C(CN)O)O  ,154.0863,171.1128,176.0682,136.0757
9,TRIGONELLINE,C7H7NO2,535-83-1,WWNNZCOKKKDOPX-UHFFFAOYSA-N  ,C[N+]1=CC=CC(=C1)C(=O)[O-]  ,138.055,155.0815,160.0369,120.0444
9,ARTEMISIN,C15H18O4,481-05-0,LUHMMHZLDLBAKX-DBIGVJDZSA-N  ,C[C@H]1[C@@H]2[C@H](C[C@]3(C=CC(=O)C(=C3[C@H]2OC1=O)C)C)O  ,263.1278,280.1543,285.1097,245.1172
9,ROSMARINIC ACID,C18H16O8,537-15-5,OUMFZQKYFQNTF-ZZXKWVIFSA-N  ,C1=CC(=C(C=C1CC(C(=O)O)OC(=O)/C=C/C2=CC(=C(C=C2)O)O)O)O ,361.0918,378.1183,383.0737,343.0812
9,PERILLIC ACID (-),C10H14O2,7694-45-3,CDSMSBUVCWHORP-UHFFFAOYSA-N  ,CC(=C)C1CCC(=CC1)C(=O)O  ,167.1067,184.1332,189.0886,149.0961
9,GAMBOGIC ACID,C38H44O8,2752-65-0,EZHEQNLKAOMCA-RRZNCOCZSA-N  ,CC(=CCC[C@@]1(C=CC2=C(C3=C(C(=C2O1)CC=C(C)C)O[C@@]45[C@H]6C[C@@H](C=C4C3=O)C(=O)[C@@]5(OC6(C)C)C/C=C(/C)\C(=O)O)O)C)C ,629.3109,646.3374,651.2928,611.3003
9,"ORSELLINIC ACID, ETHYL ESTER",C10H12O4,2524-37-0,UQSRXQMIXSZGLA-UHFFFAOYSA-N  ,CCOC(=O)C1=C(C=C(C=C1C)O)O ,197.0808,214.1074,219.0628,179.0703
9,HAEMATOPORPHYRIN,C34H38N4O6,14459-29-1,FKRXESVMDBTNQ-UHFFFAOYSA-N  ,CC1=C(C2=CC3=NC(=CC4=NC(=CC5=C(C(=C(N5)C=C1N2)C(C)O)C)C(=C4CCC(=O)O)C)C(=C3C)CCC(=O)O)C(C)O  ,599.2864,616.313,621.2684,581.2758
9,4-ACETOXYPHENOL,C8H8O3,3233-32-7,HBMCQTHGYMTCOF-UHFFFAOYSA-N  ,CC(=O)OC1=CC=C(C=C1)O  ,153.0546,170.0812,175.0366,135.0441
9,DIGOXIGENIN,C22H31O5,1672-46-4,SHIBSTMRCDJXLN-KCZCNTNESA-N  ,[C@]12CC[C@@H](C[C@H]1CC[C@@H]3[C@@H]2C[C@H]([C@]4([C@@]3(CC[C@@H]4C5=CC(=O)OC5)O)C)O)O ,376.2244,393.251,398.2064,358.2139
9,"2,3,4-TRIHYDROXY-4'-ETHOXYBENZOPHENONE",C15H14O5,No CAS#,VYIBOCHDJVESIU-UHFFFAOYSA-N,CCOC1=CC=C(C=C1)C(=O)C2=C(C(=C(C=C2)O)O)O  ,275.0914,292.1179,297.0733,257.0808
9,MITOMYCIN C,C15H18N4O5,50-07-7,NWIBSHFKIJFRCO-WUDYKRTCSA-N  ,CC1=C(C(=O)C2=C(C1=O)N3C[C@H]4[C@@H]([C@@]3([C@@H]2COC(=O)N)OC)N4)N  ,335.135,352.1615,357.1169,317.1244
9,4'-HYDROXYCHALCONE,C15H12O2,2657-25-2,UAHGNXFYLAJDIN-IZZDOVSWSA-N  ,C1=CC=C(C=C1)/C=C/C(=O)C2=CC=C(C=C2)O,225.091,242.1176,247.0729,207.0804
9,BISABOLOL,C15H26O,515-69-5,RGZSQWQPBWRIAQ-LSDHHAIUSA-N  ,CC1=CC[C@@H](CC1)[C@@](C)(CCC=C(C)C)O ,223.2056,240.2322,245.1876,205.1951
9,OXONITINE,C33H43NO12,No CAS#,SVQZFPSKTHNMRD-DZCZYSFVSA-N  ,CC(=O)OC12[C@H]3[C@@H](C4[C@@]5(CN(C3[C@]4([C@H](C[C@H]5O)OC)C6C1C(C(C6)(C(C2O)OC)O)OC(=O)C7=CC=CC=C7)C=O)COC)OC,646.2858,663.3123,668.2677,628.2752
9,DIGITOXIN,C41H64O13,71-63-6,WDJUZGPOPHTGOT-XUDUSOBPSA-N  , C[C@@H]1[C@H]([C@H](C[C@@H](O1)O[C@@H]2[C@H](O[C@H](C[C@@H]2O)O[C@@H]3[C@H](O[C@H](C[C@@H]3O)O[C@H]4CC[C@]5([C@@H](C4)CC[C@@H]6[C@@H]5CC[C@]7([C@@]6(CC[C@@H]7C8=CC(=O)OC8)O)C)C)C)C)O)O  ,765.442,782.4685,787.4239,747.4314
9,HARMALOL,C12H12N2O,7/5/28,RHVPEFQDYMMNSY-UHFFFAOYSA-N,CC1=NCCC2=C1NC3=C2C=CC(=C3)O,201.1022,218.1288,223.0842,183.0917
10,(+/-)-Rutaretin,C14H14O5,No CAS#,FVFQELHSZVFPDZ-UHFFFAOYSA-N  ,CC(C)(C1CC2=C(O1)C(=C3C(=C2)C=CC(=O)O3)O)O  ,263.0914,280.1179,285.0733,245.0808
10,3-O-Methylquercetin,C16H12O7,No CAS#,WEPBGSIAWZTEJR-UHFFFAOYSA-N  ,COC1=C(OC2=CC(=CC(=C2C1=O)O)O)C3=CC(=C(C=C3)O)O  ,317.0656,334.0921,339.0475,299.055
10,"3,4'-Dihydroxypropiophenone",C9H10O3,No CAS#,HNWIHBDMOYWCGX-UHFFFAOYSA-N,CCC(=O)C1=CC(=C(C=C1)O)O  ,167.0703,184.0968,189.0522,149.0597
10,5-O-Methylgenistein (Isoprunetin),C15H10O5,No CAS#,YSINCDVRUMTOPK-UHFFFAOYSA-N,OC1=CC(=CC2=C1C(=O)C(=CO2)C3=CC=C(C=C3)O)O,271.0601,288.0866,293.042,253.0495
10,8-Prenylkaempferol (Desmethyl Icaritin),C20H18O6,No CAS#,NADCVNHITZNGJU-UHFFFAOYSA-N  ,CC(=CCC1=C2C(=C(C=C1O)O)C(=O)C(=C(O2)C3=CC=C(C=C3)O)O)C  ,355.1176,372.1442,377.0996,337.1071
10,ABIETIC ACID,C20H30O2,514-10-3,RSWGJHLUYNHPMX-ONCXSQPRSA-N  ,CC(C)C1=CC2=CC[C@@H]3[C@@]([C@H]2CC1)(CCC[C@@]3(C)C(=O)O)C  ,303.2319,320.2584,325.2138,285.2213
10,ALIZARIN,C14H8O4,72-48-0,RGCKGOZRHPZPFP-UHFFFAOYSA-N  ,C1=CC=C2C(=C1)C(=O)C3=C(C2=O)C(=C(C=C3)O)O  ,241.0495,258.0761,263.0315,223.039
10,APIGENIN DIMETHYL ETHER,C14H9NO2,5728-44-9,MZIFVOLYXURHDM-UHFFFAOYSA-N  ,C1=CC=C(C(=C1)C#N)C2=CC=C(C=C2)C(=O)O,224.0706,241.0972,246.0525,206.06
10,ARTHONIOIC ACID,C29H36O9,25556-24-5,DGXLEDCXMIJNPJ-UHFFFAOYSA-N ,CCCCCC(=O)CC1=C(C(=CC(=C1)O)O)C(=O)OC2=CC(=C(C(=C2)OC)C(=O)O)CC(=O)CCCCC ,529.2432,546.2698,551.2252,511.2326
10,BUTYL PARABEN,C11H14O3,94-26-8,QFOHBWFCKVYLES-UHFFFAOYSA-N  ,CCCCOC(=O)C1=CC=C(C=C1)O,195.1016,212.1281,217.0835,177.091
10,Calycosin,C16H12O5,No CAS#,ZZAJQOPSWWVMBI-UHFFFAOYSA-N ,COC1=C(C=C(C=C1)C2=COC3=C(C2=O)C=CC(=C3)O)O  ,285.0757,302.1023,307.0577,267.0652
10,CHLOROGENIC ACID,C16H18O9,327-97-9,CWVRJTMFETXNAD-JUHZACGLSA-N,C1[C@H]([C@H]([C@@H](C[C@@]1(C(=O)O)O)OC(=O)/C=C/C2=CC(=C(C=C2)O)O)O)O,355.1024,372.1289,377.0843,337.0918
10,CHOLIC ACID,C24H40O5,81-25-4,BHQCQFFYRZLCQQ-OELDTZBJSA-N,C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C ,409.2949,426.3214,431.2768,391.2843
10,CHRYSOPHANOL,C14H8O4,481-74-3, LQGUBLBATBMXHT-UHFFFAOYSA-N  ,C1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=CC=C3O  ,241.0495,258.0761,263.0315,223.039
10,CIANIDANOL,C15H14O6,154-23-4,PFTAWBLQPZVEMU-DZGCQCFKSA-N ,C1[C@@H]([C@H](OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O,291.0863,308.1129,313.0683,273.0757
10,CINCHONIDINE,C19H22N2O,485-71-2,KMPWYEUPVWOPIM-KODHJQJWSA-N  ,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@@H](C3=CC=NC4=CC=CC=C34)O  ,295.1805,312.207,317.1624,277.1699
10,coniferyl alcohol,C10H12O3,No CAS#, JMFRWRFFLBVWSI-NSCUHMNNSA-N  ,COC1=C(C=CC(=C1)/C=C/CO)O  ,181.0859,198.1125,203.0679,163.0754
10,Cucurbitacin I,C30H42O7,No CAS#,NISPVUDLMHQFRQ-MKIKIEMVSA-N  ,C[C@@]12C[C@H]([C@@H]([C@]1(CC(=O)[C@@]3([C@H]2CC=C4[C@H]3C=C(C(=O)C4(C)C)O)C)C)[C@](C)(C(=O)/C=C/C(C)(C)O)O)O,515.3003,532.3269,537.2823,497.2898
10,DANTHRON,C14H8O4,117-10-2,QBPFLULOKWLNNW-UHFFFAOYSA-N  ,C1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=CC=C3O  ,241.0495,258.0761,263.0315,223.039
10,DIHYDROMUNDULETONE,C25H28O6,No CAS#,RMVZECFNOTWEKD-UHFFFAOYSA-N  ,CC1(C=CC2=C(O1)C=CC(=C2OC)CC(=O)C3=C(C=C4C(=C3)CC(C(O4)(C)C)O)O)C  ,425.1959,442.2224,447.1778,407.1853
10,EQUILIN,C18H20O2,474-86-2,WKRLQDKEXYKHJB-HFTRVMKXSA-N , C[C@]12CC[C@H]3C(=CCC4=C3C=CC(=C4)O)[C@@H]1CCC2=O  ,269.1536,286.1802,291.1355,251.143
10,ERGONOVINE MALEATE,C19H23N3O2,"129-51-1, 60-79-7 [ergonovine]",WVVSZNPYNCNODU-XTQGRXLLSA-N,C[C@@H](CO)NC(=O)[C@H]1CN([C@@H]2CC3=CNC4=CC=CC(=C34)C2=C1)C,326.1863,343.2128,348.1682,308.1757
10,ESTRIOL,C18H24O3,"50-27-1, 514-68-1 [as, succinate]",PROQIPRRNZUXQM-ZXXIGWHRSA-N , C[C@]12CC[C@H]3[C@H]([C@@H]1C[C@H]([C@@H]2O)O)CCC4=C3C=CC(=C4)O  ,289.1798,306.2064,311.1618,271.1693
10,formononetin,C16H12O4,485-72-3,HKQYGTCOTHHOMP-UHFFFAOYSA-N  ,COC1=CC=C(C=C1)C2=COC3=C(C2=O)C=CC(=C3)O ,269.0808,286.1074,291.0628,251.0703
10,Fraxetin,C10H8O5,No CAS#,HAVWRBANWNTOJX-UHFFFAOYSA-N  ,COC1=C(C(=C2C(=C1)C=CC(=O)O2)O)O  ,209.0444,226.071,231.0264,191.0339
10,"Gossypetin (3,5,7,8,3',4'-Hexahydroxyflavone)",C15H10O8,489-35-0,YRRAGUMVDQQZIY-UHFFFAOYSA-N  ,C1=CC(=C(C=C1C2=C(C(=O)C3=C(O2)C(=C(C=C3O)O)O)O)O)O  ,319.0448,336.0714,341.0268,301.0343
10,Hydroxyprogesterone,C14H20N2O4S,1/2/68, VQDAEOYLIBGCHE-UHFFFAOYSA-N ,C(C1=CC=C(C=C1)S(=O)(=O)NC(=O)NC2CCCCC2)O,313.1217,330.1482,335.1036,295.1111
10,HYOSCYAMINE,C16H21NO3,101-31-5,RKUNBYITZUJHSG-VFSICIBPSA-N  ,N1[C@@H]2CC[C@H]1CC(C2)OC(=O)[C@H](CO)C3=CC=CC=C3  ,276.1594,293.186,298.1414,258.1489
10,IRIGENIN,C18H16O8,548-76-5,TUGWPJJTQNLKCL-UHFFFAOYSA-N  ,COC1=CC(=CC(=C1OC)O)C2=COC3=C(C2=O)C(=C(C(=C3)O)OC)O  ,361.0918,378.1183,383.0737,343.0812
10,irigenin,C18H16O8,548-76-5,TUGWPJJTQNLKCL-UHFFFAOYSA-N  ,COC1=CC(=CC(=C1OC)O)C2=COC3=C(C2=O)C(=C(C(=C3)O)OC)O  ,361.0918,378.1183,383.0737,343.0812
10,"IRIGENIN, DIBENZYL ETHER",C32H28O8,No CAS#, BDFCYBFDARSRDM-UHFFFAOYSA-N  ,COC1=C(C(=CC(=C1)C2=COC3=CC(=C(C(=C3C2=O)O)OC)OCC4=CC=CC=C4)OCC5=CC=CC=C5)OC ,541.1857,558.2122,563.1676,523.1751
10,KUHLMANNIN,C17H14O5,No CAS#,ABUBCBFUQXIEAU-UHFFFAOYSA-N  ,COC1=C(C=C2C(=CC(=O)OC2=C1OC)C3=CC=CC=C3)O  ,299.0914,316.1179,321.0733,281.0808
10,kuromanin,C21H21O11+,No CAS#, RKWHWFONKJEUEF-GQUPQBGVSA-O  ,C1=CC(=C(C=C1C2=[O+]C3=CC(=CC(=C3C=C2O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O)O)O  ,450.1157,467.1422,472.0976,432.1051
10,maesopsin,C15H12O6,No CAS#,LOFYFDPXORJJEE-UHFFFAOYSA-N  ,C1=CC(=CC=C1CC2(C(=O)C3=C(C=C(C=C3O2)O)O)O)O  ,289.0707,306.0972,311.0526,271.0601
10,Oleoside 11-methyl ester (NP-001308),C17H24O11,No CAS#, XSCVKBFEPYGZSL-JYVCFIOWSA-N  ,C/C=C/1\[C@@H](C(=CO[C@H]1O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)C(=O)OC)CC(=O)O  ,405.1391,422.1657,427.1211,387.1286
10,PSEUDOEPHEDRINE,C10H15NO,'345-78-8, KWGRBVOPPLSCSI-WCBMZHEXSA-N  ,C[C@@H]([C@H](C1=CC=CC=C1)O)NC ,166.1226,183.1492,188.1046,148.1121
10,SINAPIC ACID,C10H15NO,530-59-6,KWGRBVOPPLSCSI-WCBMZHEXSA-N,CC(C(C1=CC=CC=C1)O)NC,166.1226,183.1492,188.1046,148.1121
10,VERATRIC ACID,C9H10O4,93-07-2,DAUAQNGYDSHRET-UHFFFAOYSA-N,COC1=C(C=C(C=C1)C(=O)O)OC  ,183.0652,200.0917,205.0471,165.0546
10,Fraxetin,C10H8O5,No CAS#,HAVWRBANWNTOJX-UHFFFAOYSA-N  ,COC1=C(C(=C2C(=C1)C=CC(=O)O2)O)O  ,209.0444,226.071,231.0264,191.0339
11,Chaulmoogric Acid,C18H32O2,502-30-7,XMVQWNRDPAAMJB-UHFFFAOYSA-N  ,C1CC(C=C1)CCCCCCCCCCCCC(=O)O,281.2475,298.2741,303.2294,263.2369
11,Beta-Amyrin,C30H50O,559-70-6,JFSHUTJDVKUMTJ-QHPUVITPSA-N, C[C@@]12CC[C@@]3(C(=CC[C@H]4[C@]3(CC[C@@H]5[C@@]4(CC[C@@H](C5(C)C)O)C)C)[C@@H]1CC(CC2)(C)C)C  ,427.3934,444.42,449.3754,409.3829
11,Avocatin B,C34H66O6,No CAS#,MKQLKSXQNMNNHU-UHFFFAOYSA-N  , C=CCCCCCCCCCCCC(CC(CO)O)O.C#CCCCCCCCCCCCC(CC(CO)O)O  ,571.4932,588.5198,593.4752,553.4827
11,Batyl Alcohol,C21H44O3,544-62-7,OGBUMNBNEWYMNJ-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCCOCC(CO)O  ,345.3363,362.3629,367.3183,327.3258
11,Ubidecareneone (Ubidecarenone????),C59H90O4,303-98-0, ACTIUHUUMQJHFO-UPTCCGCDSA-N  ,CC1=C(C(=O)C(=C(C1=O)OC)OC)C/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CCC=C(C)C  ,863.6912,880.7177,885.6731,845.6806
11,Fucostanol,C29H52O,83-45-4,LGJMUZUPVCAVPU-HRJGVYIJSA-N  ,CC[C@H](CC[C@@H](C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@@H]4[C@@]3(CC[C@@H](C4)O)C)C)C(C)C  ,417.4091,434.4356,439.391,399.3985
11,Canthaxanthin (Euglenanone),C40H52O2,514-78-3, FDSDTBUPSURDBL-DKLMTRRASA-N,CC1=C(C(CCC1=O)(C)C)/C=C/C(=C/C=C/C(=C/C=C/C=C(/C=C/C=C(/C=C/C2=C(C(=O)CCC2(C)C)C)\C)\C)/C)/C  ,565.404,582.4306,587.3859,547.3934
11,Avocatin A,C38H70O8,No CAS#,VPOWSDDTEVCUHB-UHFFFAOYSA-N  ,CC(=O)OCC(CC(CCCCCCCCCCCC=C)O)O.CC(=O)OCC(CC(CCCCCCCCCCCC#C)O)O,655.5143,672.5409,677.4963,637.5038
11,Solanesyl Acetate,C47H76O2,No CAS#, JQXXWBAHSBAIEK-SHQQJEAKSA-N  ,CC(=CCC/C(=C/CC/C(=C/CC/C(=C/CC/C(=C/CC/C(=C/CC/C(=C/CC/C(=C/CC/C(=C/COC(=O)C)/C)/C)/C)/C)/C)/C)/C)/C)C  ,673.5918,690.6184,695.5737,655.5812
11,Solanesol,C47H76O2,13190-97-1,JQXXWBAHSBAIEK-SHQQJEAKSA-N  ,CC(=CCC/C(=C/CC/C(=C/CC/C(=C/CC/C(=C/CC/C(=C/CC/C(=C/CC/C(=C/CC/C(=C/COC(=O)C)/C)/C)/C)/C)/C)/C)/C)/C)C,673.5918,690.6184,695.5737,655.5812
11,Androsterone,C19H30O2,53-41-8,QGXBDMJGAMFCBF-HLUDHZFRSA-N  ,C[C@]12CC[C@H](C[C@@H]1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CCC4=O)C)O,291.2319,308.2584,313.2138,273.2213
11,Agaric Acid,C22H40O7,666-99-9,HZLCGUXUOFWCCN-UHFFFAOYSA-N  ,CCCCCCCCCCCCCCCCC(C(=O)O)C(CC(=O)O)(C(=O)O)O ,417.2847,434.3112,439.2666,399.2741
11,Aleuretic Acid,C16H32O5,533-87-9,C(CCC[C@H]([C@H](CCCCCCO)O)O)CCCC(=O)O ,C(CCC[C@H]([C@H](CCCCCCO)O)O)CCCC(=O)O ,305.2323,322.2588,327.2142,287.2217
11,EUPHOL,C30H50O,514-47-6,CAHGCLMLTWQZNJ-WZLOIPHISA-N,C[C@H](CCC=C(C)C)[C@@H]1CC[C@]2([C@]1(CCC3=C2CC[C@@H]4[C@@]3(CC[C@@H](C4(C)C)O)C)C)C,427.3934,444.42,449.3754,409.3829
